record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,Date,Name
1039,7,7,1978,11,DM,F,37,48,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1040,7,7,1978,12,DS,M,53,95,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1041,7,7,1978,17,DM,M,37,45,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1042,7,7,1978,8,DO,M,35,51,Dipodomys,ordii,Rodent,Control,1978-07-07,Dipodomys ordii
1043,7,7,1978,17,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1044,7,7,1978,22,DS,F,50,119,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1045,7,7,1978,8,DS,F,49,124,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1046,7,7,1978,12,DS,F,51,87,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1047,7,7,1978,6,DS,F,50,85,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-07-07,Dipodomys spectabilis
1049,7,7,1978,9,DM,M,37,36,Dipodomys,merriami,Rodent,Spectab exclosure,1978-07-07,Dipodomys merriami
1050,7,7,1978,22,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1051,7,7,1978,8,DS,F,50,111,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1052,7,7,1978,17,DM,F,33,39,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1053,7,7,1978,12,DM,M,35,27,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1054,7,7,1978,22,DS,F,52,105,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1055,7,7,1978,17,DS,M,51,132,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1056,7,7,1978,17,DM,F,36,45,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1057,7,7,1978,11,DS,F,51,96,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1058,7,7,1978,12,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1059,7,7,1978,17,DS,F,48,120,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1060,7,7,1978,12,DM,M,37,43,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1061,7,7,1978,2,DM,F,38,46,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1062,7,7,1978,2,DM,F,37,43,Dipodomys,merriami,Rodent,Control,1978-07-07,Dipodomys merriami
1063,7,7,1978,9,DS,F,49,86,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-07,Dipodomys spectabilis
1064,7,7,1978,21,PF,M,16,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-07-07,Perognathus flavus
1065,7,7,1978,9,DM,M,37,34,Dipodomys,merriami,Rodent,Spectab exclosure,1978-07-07,Dipodomys merriami
1066,7,7,1978,12,DS,M,52,106,Dipodomys,spectabilis,Rodent,Control,1978-07-07,Dipodomys spectabilis
1067,7,7,1978,12,OT,F,19,22,Onychomys,torridus,Rodent,Control,1978-07-07,Onychomys torridus
1068,7,7,1978,17,OL,F,20,29,Onychomys,leucogaster,Rodent,Control,1978-07-07,Onychomys leucogaster
1069,7,7,1978,9,DS,F,50,98,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-07,Dipodomys spectabilis
1070,7,7,1978,17,DO,M,35,33,Dipodomys,ordii,Rodent,Control,1978-07-07,Dipodomys ordii
1075,7,8,1978,13,DM,M,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys merriami
1076,7,8,1978,15,PP,F,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-07-08,Chaetodipus penicillatus
1077,7,8,1978,4,DS,M,50,130,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1078,7,8,1978,15,PP,F,23,10,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-07-08,Chaetodipus penicillatus
1079,7,8,1978,18,DS,M,50,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys spectabilis
1080,7,8,1978,14,DM,F,36,39,Dipodomys,merriami,Rodent,Control,1978-07-08,Dipodomys merriami
1081,7,8,1978,14,NL,M,33,113,Neotoma,albigula,Rodent,Control,1978-07-08,Neotoma albigula
1082,7,8,1978,1,DM,F,38,45,Dipodomys,merriami,Rodent,Spectab exclosure,1978-07-08,Dipodomys merriami
1083,7,8,1978,3,NL,F,34,115,Neotoma,albigula,Rodent,Long-term Krat Exclosure,1978-07-08,Neotoma albigula
1084,7,8,1978,4,DM,F,36,36,Dipodomys,merriami,Rodent,Control,1978-07-08,Dipodomys merriami
1085,7,8,1978,18,DM,M,36,24,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys merriami
1086,7,8,1978,14,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1087,7,8,1978,3,NL,M,34,190,Neotoma,albigula,Rodent,Long-term Krat Exclosure,1978-07-08,Neotoma albigula
1088,7,8,1978,14,PP,M,23,10,Chaetodipus,penicillatus,Rodent,Control,1978-07-08,Chaetodipus penicillatus
1089,7,8,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-07-08,Dipodomys merriami
1090,7,8,1978,18,DM,F,35,29,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys merriami
1091,7,8,1978,18,DS,F,51,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys spectabilis
1092,7,8,1978,13,DM,F,36,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys merriami
1093,7,8,1978,1,DS,M,51,101,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-08,Dipodomys spectabilis
1094,7,8,1978,18,DM,F,34,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-07-08,Dipodomys merriami
1095,7,8,1978,5,DM,F,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-07-08,Dipodomys merriami
1096,7,8,1978,5,DS,M,52,133,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-07-08,Dipodomys spectabilis
1097,7,8,1978,1,DS,M,51,63,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-08,Dipodomys spectabilis
1098,7,8,1978,16,DM,M,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-07-08,Dipodomys merriami
1099,7,8,1978,4,DS,F,49,81,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1100,7,8,1978,5,DS,M,50,71,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-07-08,Dipodomys spectabilis
1101,7,8,1978,1,DS,F,NA,65,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-08,Dipodomys spectabilis
1102,7,8,1978,4,DS,F,49,80,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1103,7,8,1978,1,DS,F,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-07-08,Dipodomys spectabilis
1104,7,8,1978,14,DM,F,38,47,Dipodomys,merriami,Rodent,Control,1978-07-08,Dipodomys merriami
1105,7,8,1978,4,DS,F,51,118,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1106,7,8,1978,4,DS,M,51,91,Dipodomys,spectabilis,Rodent,Control,1978-07-08,Dipodomys spectabilis
1107,8,4,1978,12,DS,F,49,120,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1108,8,4,1978,17,PE,M,20,19,Peromyscus,eremicus,Rodent,Control,1978-08-04,Peromyscus eremicus
1109,8,4,1978,22,DM,M,37,45,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1110,8,4,1978,17,PE,F,19,14,Peromyscus,eremicus,Rodent,Control,1978-08-04,Peromyscus eremicus
1111,8,4,1978,8,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1112,8,4,1978,17,DM,M,35,37,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1113,8,4,1978,20,DM,F,35,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-04,Dipodomys merriami
1114,8,4,1978,21,OT,,NA,19,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1978-08-04,Onychomys torridus
1115,8,4,1978,12,DS,F,49,95,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1116,8,4,1978,12,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Control,1978-08-04,Chaetodipus penicillatus
1117,8,4,1978,20,OL,M,20,17,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1978-08-04,Onychomys leucogaster
1118,8,4,1978,17,DS,F,48,123,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1119,8,4,1978,12,NL,M,33,189,Neotoma,albigula,Rodent,Control,1978-08-04,Neotoma albigula
1120,8,4,1978,11,DM,F,30,17,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1121,8,4,1978,17,DM,M,38,50,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1122,8,4,1978,11,DS,M,53,126,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1123,8,4,1978,17,DM,F,33,44,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1124,8,4,1978,21,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-08-04,Perognathus flavus
1125,8,4,1978,12,DM,M,38,44,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1126,8,4,1978,20,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,1978-08-04,Chaetodipus penicillatus
1127,8,4,1978,9,DM,M,37,39,Dipodomys,merriami,Rodent,Spectab exclosure,1978-08-04,Dipodomys merriami
1128,8,4,1978,22,DS,F,52,115,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1129,8,4,1978,17,DO,M,35,38,Dipodomys,ordii,Rodent,Control,1978-08-04,Dipodomys ordii
1130,8,4,1978,17,DS,M,51,138,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1131,8,4,1978,20,NL,F,33,179,Neotoma,albigula,Rodent,Short-term Krat Exclosure,1978-08-04,Neotoma albigula
1132,8,4,1978,19,PM,F,NA,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,1978-08-04,Peromyscus maniculatus
1133,8,4,1978,12,DS,M,52,105,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1134,8,4,1978,11,DM,F,35,43,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1135,8,4,1978,21,PP,M,19,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-08-04,Chaetodipus penicillatus
1136,8,4,1978,12,DM,M,35,32,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1137,8,4,1978,8,DM,F,36,36,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1138,8,4,1978,9,DM,M,38,40,Dipodomys,merriami,Rodent,Spectab exclosure,1978-08-04,Dipodomys merriami
1139,8,4,1978,11,DM,M,37,36,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1140,8,4,1978,19,PM,M,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,1978-08-04,Peromyscus maniculatus
1141,8,4,1978,9,DS,F,47,139,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-04,Dipodomys spectabilis
1142,8,4,1978,21,OL,M,20,20,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1978-08-04,Onychomys leucogaster
1143,8,4,1978,11,DS,F,52,108,Dipodomys,spectabilis,Rodent,Control,1978-08-04,Dipodomys spectabilis
1144,8,4,1978,19,OT,M,19,12,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1978-08-04,Onychomys torridus
1145,8,4,1978,12,DM,F,37,39,Dipodomys,merriami,Rodent,Control,1978-08-04,Dipodomys merriami
1146,8,4,1978,17,NL,F,32,149,Neotoma,albigula,Rodent,Control,1978-08-04,Neotoma albigula
1148,8,5,1978,6,DM,F,38,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1149,8,5,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-08-05,Dipodomys merriami
1150,8,5,1978,18,DM,F,36,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1151,8,5,1978,2,DS,M,52,165,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1152,8,5,1978,13,DM,F,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1153,8,5,1978,18,DS,M,49,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys spectabilis
1154,8,5,1978,4,DM,F,36,35,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1155,8,5,1978,6,DS,F,50,100,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys spectabilis
1157,8,5,1978,4,DM,F,34,34,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1158,8,5,1978,5,DS,F,48,88,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-08-05,Dipodomys spectabilis
1159,8,5,1978,2,DM,F,36,31,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1160,8,5,1978,14,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1161,8,5,1978,6,PF,F,16,6,Perognathus,flavus,Rodent,Short-term Krat Exclosure,1978-08-05,Perognathus flavus
1162,8,5,1978,5,DS,M,53,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-08-05,Dipodomys spectabilis
1164,8,5,1978,2,NL,M,34,199,Neotoma,albigula,Rodent,Control,1978-08-05,Neotoma albigula
1166,8,5,1978,4,DS,M,48,96,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1167,8,5,1978,18,DM,F,34,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1168,8,5,1978,15,NL,F,31,196,Neotoma,albigula,Rodent,Long-term Krat Exclosure,1978-08-05,Neotoma albigula
1169,8,5,1978,1,DS,M,51,100,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-05,Dipodomys spectabilis
1170,8,5,1978,6,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1171,8,5,1978,1,DS,,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-05,Dipodomys spectabilis
1172,8,5,1978,6,DS,F,49,98,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys spectabilis
1173,8,5,1978,13,DM,F,37,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1174,8,5,1978,13,OL,F,21,29,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1978-08-05,Onychomys leucogaster
1176,8,5,1978,18,DM,F,33,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1177,8,5,1978,14,DM,M,35,36,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1178,8,5,1978,16,DM,M,38,49,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-08-05,Dipodomys merriami
1179,8,5,1978,18,DM,M,35,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-08-05,Dipodomys merriami
1180,8,5,1978,4,DS,F,48,83,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1181,8,5,1978,15,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-08-05,Chaetodipus penicillatus
1182,8,5,1978,1,DS,F,50,88,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-05,Dipodomys spectabilis
1183,8,5,1978,2,DM,F,37,47,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1184,8,5,1978,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control,1978-08-05,Dipodomys merriami
1185,8,5,1978,1,DS,F,51,136,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-05,Dipodomys spectabilis
1186,8,5,1978,4,DS,F,47,82,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1187,8,5,1978,16,OL,F,NA,33,Onychomys,leucogaster,Rodent,Rodent Exclosure,1978-08-05,Onychomys leucogaster
1188,8,5,1978,1,DS,M,51,70,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-08-05,Dipodomys spectabilis
1189,8,5,1978,4,DS,F,50,119,Dipodomys,spectabilis,Rodent,Control,1978-08-05,Dipodomys spectabilis
1191,8,5,1978,5,DS,F,51,115,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-08-05,Dipodomys spectabilis
1196,9,3,1978,17,OL,F,21,33,Onychomys,leucogaster,Rodent,Control,1978-09-03,Onychomys leucogaster
1197,9,3,1978,12,NL,F,NA,158,Neotoma,albigula,Rodent,Control,1978-09-03,Neotoma albigula
1198,9,3,1978,17,DM,M,37,46,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1199,9,3,1978,12,DS,M,51,107,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1200,9,3,1978,11,DS,M,51,126,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1201,9,3,1978,12,PP,M,23,19,Chaetodipus,penicillatus,Rodent,Control,1978-09-03,Chaetodipus penicillatus
1202,9,3,1978,7,PE,F,30,24,Peromyscus,eremicus,Rodent,Rodent Exclosure,1978-09-03,Peromyscus eremicus
1203,9,3,1978,11,DM,F,35,45,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1204,9,3,1978,12,NL,M,NA,189,Neotoma,albigula,Rodent,Control,1978-09-03,Neotoma albigula
1205,9,3,1978,8,DS,F,52,122,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1206,9,3,1978,20,DM,F,37,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-09-03,Dipodomys merriami
1207,9,3,1978,12,DM,F,35,31,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1208,9,3,1978,11,DM,M,36,30,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1209,9,3,1978,12,DS,F,51,124,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1210,9,3,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control,1978-09-03,Dipodomys ordii
1211,9,3,1978,9,DS,F,51,133,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-09-03,Dipodomys spectabilis
1212,9,3,1978,17,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1213,9,3,1978,22,DS,F,NA,110,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1214,9,3,1978,21,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-09-03,Perognathus flavus
1215,9,3,1978,17,DM,M,39,52,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1216,9,3,1978,17,DM,M,39,49,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1217,9,3,1978,20,PF,M,16,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure,1978-09-03,Perognathus flavus
1218,9,3,1978,7,PE,M,21,19,Peromyscus,eremicus,Rodent,Rodent Exclosure,1978-09-03,Peromyscus eremicus
1219,9,3,1978,9,DM,M,38,43,Dipodomys,merriami,Rodent,Spectab exclosure,1978-09-03,Dipodomys merriami
1220,9,3,1978,20,NL,F,31,181,Neotoma,albigula,Rodent,Short-term Krat Exclosure,1978-09-03,Neotoma albigula
1221,9,3,1978,11,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Control,1978-09-03,Chaetodipus penicillatus
1222,9,3,1978,11,OT,M,20,24,Onychomys,torridus,Rodent,Control,1978-09-03,Onychomys torridus
1223,9,3,1978,22,DS,F,50,128,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1224,9,3,1978,17,DS,M,51,136,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1225,9,3,1978,9,DS,F,50,100,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-09-03,Dipodomys spectabilis
1226,9,3,1978,17,DM,F,34,44,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1227,9,3,1978,11,PP,M,22,13,Chaetodipus,penicillatus,Rodent,Control,1978-09-03,Chaetodipus penicillatus
1228,9,3,1978,8,DM,F,36,40,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1229,9,3,1978,9,DM,M,38,41,Dipodomys,merriami,Rodent,Spectab exclosure,1978-09-03,Dipodomys merriami
1230,9,3,1978,19,PF,M,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-09-03,Perognathus flavus
1231,9,3,1978,20,DS,M,51,127,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-03,Dipodomys spectabilis
1232,9,3,1978,9,PF,M,15,7,Perognathus,flavus,Rodent,Spectab exclosure,1978-09-03,Perognathus flavus
1233,9,3,1978,21,OL,M,21,24,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1978-09-03,Onychomys leucogaster
1234,9,3,1978,8,DS,F,49,134,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1235,9,3,1978,11,OT,F,20,20,Onychomys,torridus,Rodent,Control,1978-09-03,Onychomys torridus
1236,9,3,1978,21,PP,M,22,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-09-03,Chaetodipus penicillatus
1238,9,3,1978,22,DS,F,50,125,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1239,9,3,1978,12,DS,F,50,100,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1240,9,3,1978,19,PE,F,20,13,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1978-09-03,Peromyscus eremicus
1241,9,3,1978,12,DM,M,34,37,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1242,9,3,1978,8,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1243,9,3,1978,9,DS,F,47,114,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-09-03,Dipodomys spectabilis
1244,9,3,1978,11,DS,F,52,110,Dipodomys,spectabilis,Rodent,Control,1978-09-03,Dipodomys spectabilis
1245,9,3,1978,11,DM,M,38,41,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1246,9,3,1978,8,PF,M,15,8,Perognathus,flavus,Rodent,Control,1978-09-03,Perognathus flavus
1247,9,3,1978,12,DM,M,38,47,Dipodomys,merriami,Rodent,Control,1978-09-03,Dipodomys merriami
1250,9,4,1978,3,NL,F,34,141,Neotoma,albigula,Rodent,Long-term Krat Exclosure,1978-09-04,Neotoma albigula
1251,9,4,1978,6,DM,F,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys merriami
1252,9,4,1978,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1253,9,4,1978,13,OL,M,21,36,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1978-09-04,Onychomys leucogaster
1254,9,4,1978,18,DS,M,52,107,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys spectabilis
1255,9,4,1978,4,DM,F,37,39,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1256,9,4,1978,3,OT,M,21,27,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1978-09-04,Onychomys torridus
1257,9,4,1978,3,PP,F,21,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-09-04,Chaetodipus penicillatus
1259,9,4,1978,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1260,9,4,1978,18,DS,F,48,134,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys spectabilis
1261,9,4,1978,2,NL,M,32,197,Neotoma,albigula,Rodent,Control,1978-09-04,Neotoma albigula
1262,9,4,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-09-04,Dipodomys merriami
1263,9,4,1978,13,DS,F,48,86,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys spectabilis
1264,9,4,1978,15,PP,F,20,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-09-04,Chaetodipus penicillatus
1265,9,4,1978,15,PF,F,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-09-04,Perognathus flavus
1266,9,4,1978,2,DS,M,53,158,Dipodomys,spectabilis,Rodent,Control,1978-09-04,Dipodomys spectabilis
1267,9,4,1978,4,DS,M,51,118,Dipodomys,spectabilis,Rodent,Control,1978-09-04,Dipodomys spectabilis
1268,9,4,1978,1,DS,F,48,123,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-09-04,Dipodomys spectabilis
1269,9,4,1978,2,DM,F,38,41,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1270,9,4,1978,5,DM,F,35,49,Dipodomys,merriami,Rodent,Rodent Exclosure,1978-09-04,Dipodomys merriami
1271,9,4,1978,1,DS,M,51,124,Dipodomys,spectabilis,Rodent,Spectab exclosure,1978-09-04,Dipodomys spectabilis
1272,9,4,1978,2,DM,F,36,42,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1274,9,4,1978,6,DS,F,51,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys spectabilis
1275,9,4,1978,3,PF,F,17,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure,1978-09-04,Perognathus flavus
1276,9,4,1978,18,DM,M,35,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys merriami
1277,9,4,1978,2,DM,F,38,47,Dipodomys,merriami,Rodent,Control,1978-09-04,Dipodomys merriami
1278,9,4,1978,6,DS,F,49,114,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,1978-09-04,Dipodomys spectabilis
1280,9,4,1978,5,DS,M,52,140,Dipodomys,spectabilis,Rodent,Rodent Exclosure,1978-09-04,Dipodomys spectabilis
1282,9,4,1978,4,PF,F,16,6,Perognathus,flavus,Rodent,Control,1978-09-04,Perognathus flavus
