Country,State,Route,Year,Aou,SpeciesTotal
840,03,318,2015,02060,1
840,03,318,2017,02060,1
840,03,318,2018,02060,3
840,03,318,2019,02060,2
840,03,319,1986,02060,1
840,03,319,1987,02060,3
840,03,319,1992,02060,1
840,03,319,1994,02060,2
840,03,319,1995,02060,1
840,03,319,1996,02060,6
840,03,319,1997,02060,3
840,03,319,1998,02060,11
840,03,319,1999,02060,2
840,03,319,2000,02060,6
840,03,319,2001,02060,1
840,03,319,2002,02060,3
840,03,319,2003,02060,11
840,03,319,2005,02060,6
840,03,319,2006,02060,12
840,03,319,2007,02060,25
840,03,319,2008,02060,16
840,03,319,2009,02060,19
840,03,319,2010,02060,16
840,03,319,2011,02060,12
840,03,319,2012,02060,12
840,03,319,2013,02060,11
840,03,319,2014,02060,4
840,03,319,2015,02060,10
840,03,319,2016,02060,5
840,03,319,2017,02060,5
840,03,319,2018,02060,4
840,03,319,2019,02060,7
840,03,401,1996,02060,12
840,03,401,1997,02060,11
840,03,401,1998,02060,1
840,03,401,1999,02060,1
840,03,401,2000,02060,4
840,03,401,2001,02060,2
840,03,401,2002,02060,2
840,03,401,2004,02060,1
840,03,401,2006,02060,7
840,03,401,2007,02060,2
840,03,401,2010,02060,2
840,03,401,2011,02060,2
840,03,401,2018,02060,2
840,03,401,2019,02060,5
840,03,402,1993,02060,6
840,03,402,1994,02060,2
840,03,402,1997,02060,10
840,03,402,1998,02060,11
840,03,402,2003,02060,42
840,03,402,2004,02060,10
840,03,402,2005,02060,3
840,03,402,2006,02060,7
840,03,402,2007,02060,3
840,03,402,2008,02060,11
840,03,402,2009,02060,22
840,03,402,2010,02060,34
840,03,402,2015,02060,13
840,03,402,2019,02060,1
840,03,403,1994,02060,1
840,03,403,1995,02060,2
840,03,403,2001,02060,3
840,03,403,2002,02060,2
840,03,403,2005,02060,4
840,03,403,2008,02060,3
840,03,404,2018,02060,3
840,03,405,2005,02060,1
840,03,405,2008,02060,4
840,03,405,2009,02060,7
840,03,405,2010,02060,4
840,03,405,2012,02060,6
840,03,405,2015,02060,3
840,03,405,2019,02060,1
840,03,407,1996,02060,2
840,03,410,1994,02060,2
840,03,410,1998,02060,1
840,03,410,2000,02060,1
840,03,410,2001,02060,5
840,03,410,2003,02060,8
840,03,410,2009,02060,1
840,03,410,2010,02060,4
840,03,410,2011,02060,2
840,03,410,2013,02060,2
840,03,410,2015,02060,2
840,03,410,2018,02060,4
840,03,410,2019,02060,1
840,03,412,1998,02060,1
840,03,412,2000,02060,2
840,03,412,2003,02060,2
840,03,412,2005,02060,3
840,03,412,2013,02060,2
840,03,412,2017,02060,2
840,03,414,1994,02060,1
840,03,414,1998,02060,5
840,03,414,2000,02060,2
840,03,414,2006,02060,2
840,03,414,2007,02060,2
840,03,414,2008,02060,1
840,03,414,2012,02060,2
840,03,414,2014,02060,2
840,03,415,1997,02060,4
840,03,415,1998,02060,1
840,03,415,1999,02060,3
840,03,415,2019,02060,3
840,03,416,1995,02060,4
840,03,416,1998,02060,2
840,03,416,1999,02060,4
840,03,416,2001,02060,3
840,03,417,1988,02060,5
840,03,417,1989,02060,2
840,03,418,1995,02060,1
840,03,418,1996,02060,2
840,03,418,2007,02060,1
840,03,418,2008,02060,1
840,03,418,2012,02060,1
840,03,418,2018,02060,1
840,03,419,1997,02060,1
840,03,419,2000,02060,2
840,03,419,2002,02060,2
840,03,419,2004,02060,3
840,03,419,2007,02060,1
840,03,419,2008,02060,1
840,03,419,2011,02060,1
840,03,419,2013,02060,2
840,03,421,1997,02060,4
840,03,421,2001,02060,1
840,03,421,2003,02060,2
840,03,421,2004,02060,2
840,03,421,2015,02060,2
840,03,421,2017,02060,3
840,03,421,2018,02060,4
840,03,421,2019,02060,2
840,03,422,1993,02060,1
840,03,422,1994,02060,8
840,03,422,1995,02060,4
840,03,422,1996,02060,8
840,03,422,1997,02060,4
840,03,422,1998,02060,7
840,03,422,1999,02060,6
840,03,422,2000,02060,4
840,03,422,2002,02060,6
840,03,422,2004,02060,1
840,03,422,2006,02060,7
840,03,422,2007,02060,9
840,03,422,2008,02060,2
840,03,422,2009,02060,1
840,03,422,2011,02060,3
840,03,422,2012,02060,4
840,03,422,2018,02060,5
840,03,422,2019,02060,2
840,03,424,2006,02060,1
840,03,424,2007,02060,2
840,03,424,2009,02060,2
840,03,424,2010,02060,1
840,03,424,2011,02060,2
840,03,424,2012,02060,3
840,03,426,1994,02060,3
840,03,426,1997,02060,3
840,03,426,1998,02060,4
840,03,426,1999,02060,3
840,03,426,2000,02060,3
840,03,426,2012,02060,10
840,03,427,2003,02060,1
840,03,428,2006,02060,2
840,03,428,2007,02060,1
840,03,428,2017,02060,3
840,03,429,1993,02060,8
840,03,429,1994,02060,7
840,03,429,1995,02060,10
840,03,429,1996,02060,5
840,03,429,1997,02060,7
840,03,429,1998,02060,4
840,03,429,2000,02060,2
840,03,429,2002,02060,3
840,03,429,2005,02060,7
840,03,429,2006,02060,3
840,03,429,2008,02060,3
840,03,429,2014,02060,5
840,03,429,2015,02060,11
840,03,429,2016,02060,1
840,03,429,2017,02060,2
840,03,429,2018,02060,7
840,03,429,2019,02060,6
840,03,430,1994,02060,2
840,03,430,1997,02060,6
840,03,430,1998,02060,7
840,03,430,1999,02060,8
840,03,430,2000,02060,4
840,03,432,1995,02060,7
840,03,432,1996,02060,2
840,03,432,1997,02060,1
840,03,432,1998,02060,3
840,03,432,1999,02060,5
840,03,432,2000,02060,6
840,03,432,2002,02060,7
840,03,432,2005,02060,2
840,03,432,2007,02060,7
840,03,432,2010,02060,4
840,03,432,2012,02060,3
840,03,432,2017,02060,1
840,03,434,1994,02060,1
840,03,434,2000,02060,1
840,03,434,2001,02060,1
840,03,434,2003,02060,2
840,03,434,2004,02060,2
840,03,434,2005,02060,1
840,03,436,1995,02060,2
840,03,436,1997,02060,5
840,03,436,1998,02060,18
840,03,436,1999,02060,4
840,03,436,2000,02060,10
840,03,436,2001,02060,7
840,03,436,2002,02060,14
840,03,438,1995,02060,3
840,03,438,1996,02060,1
840,03,438,1997,02060,3
840,03,438,1998,02060,2
840,03,440,2010,02060,1
840,03,440,2011,02060,2
840,03,442,2003,02060,1
840,03,444,2001,02060,3
840,03,444,2003,02060,2
840,03,444,2004,02060,5
840,03,444,2005,02060,5
840,03,444,2006,02060,12
840,03,444,2007,02060,4
840,03,444,2008,02060,1
840,03,444,2009,02060,2
840,03,444,2011,02060,2
840,03,444,2013,02060,8
840,03,444,2014,02060,1
840,03,444,2015,02060,3
840,03,444,2016,02060,7
840,03,444,2019,02060,2
840,03,445,2006,02060,1
840,03,445,2008,02060,4
840,03,445,2012,02060,2
840,03,445,2015,02060,3
840,03,445,2016,02060,3
840,03,445,2017,02060,9
840,03,445,2018,02060,6
840,03,445,2019,02060,3
840,03,760,2003,02060,3
840,03,760,2004,02060,3
840,03,811,1991,02060,3
840,03,811,1992,02060,7
840,03,850,2005,02060,1
840,03,880,1984,02060,9
840,03,881,1987,02060,1
840,03,882,1987,02060,1
840,03,883,1985,02060,3
840,03,883,1986,02060,3
840,03,883,1987,02060,2
840,03,883,1988,02060,2
840,03,883,1989,02060,1
840,03,883,1990,02060,1
840,03,883,1992,02060,1
840,03,883,1993,02060,3
840,03,883,1994,02060,1
840,03,883,1995,02060,2
840,03,883,1998,02060,1
840,03,883,1999,02060,4
840,03,883,2000,02060,1
840,03,883,2002,02060,2
840,03,883,2003,02060,1
840,03,883,2005,02060,4
840,03,883,2006,02060,3
840,03,883,2007,02060,4
840,03,883,2009,02060,4
840,03,883,2010,02060,3
840,03,883,2011,02060,2
840,03,883,2012,02060,2
840,03,883,2013,02060,2
840,03,883,2014,02060,2
840,03,883,2015,02060,2
840,03,883,2017,02060,8
840,03,883,2018,02060,2
840,03,884,1986,02060,1
840,03,891,1988,02060,2
840,03,891,1989,02060,1
840,03,891,1991,02060,2
840,14,003,1970,02060,7
840,14,003,1972,02060,9
840,14,003,1974,02060,1
840,14,003,1976,02060,2
840,14,003,1977,02060,2
840,14,003,1979,02060,6
840,14,003,1980,02060,1
840,14,003,1981,02060,4
840,14,003,1982,02060,3
840,14,003,1985,02060,2
840,14,003,1987,02060,1
840,14,003,1988,02060,3
840,14,003,1989,02060,16
840,14,003,1990,02060,4
840,14,003,1995,02060,2
840,14,003,1996,02060,1
840,14,003,1997,02060,5
840,14,003,1998,02060,2
840,14,003,1999,02060,5
840,14,003,2000,02060,8
840,14,003,2001,02060,6
840,14,003,2002,02060,1
840,14,003,2003,02060,4
840,14,003,2004,02060,4
840,14,003,2005,02060,3
840,14,003,2007,02060,1
840,14,003,2015,02060,2
840,14,003,2016,02060,2
840,14,003,2018,02060,3
840,14,009,1971,02060,4
840,14,073,1974,02060,8
840,14,073,1976,02060,5
840,14,073,1977,02060,3
840,14,073,1979,02060,2
840,14,073,1981,02060,2
840,14,073,1982,02060,1
840,14,073,1983,02060,14
840,14,073,1984,02060,15
840,14,073,1985,02060,1
840,14,073,1986,02060,2
840,14,073,1987,02060,1
840,14,073,1988,02060,3
840,14,073,1989,02060,4
840,14,073,1991,02060,2
840,14,073,1992,02060,7
840,14,073,1993,02060,2
840,14,073,1994,02060,4
840,14,073,1995,02060,5
840,14,073,1996,02060,1
840,14,073,1998,02060,21
840,14,073,1999,02060,8
840,14,073,2000,02060,4
840,14,076,1978,02060,2
840,14,076,1984,02060,1
840,14,151,1971,02060,5
840,14,151,1972,02060,4
840,14,151,1973,02060,5
840,14,151,1974,02060,31
840,14,151,1975,02060,30
840,14,151,1976,02060,36
840,14,151,1978,02060,33
840,14,151,1979,02060,16
840,14,151,1980,02060,2
840,14,151,1981,02060,4
840,14,151,1982,02060,2
840,14,151,1983,02060,12
840,14,151,1984,02060,8
840,14,151,1985,02060,11
840,14,151,1986,02060,6
840,14,151,1987,02060,24
840,14,151,1988,02060,18
840,14,151,1989,02060,14
840,14,151,1990,02060,15
840,14,151,1991,02060,6
840,14,151,1992,02060,3
840,14,151,1993,02060,26
840,14,151,1994,02060,10
840,14,151,1995,02060,18
840,14,151,1996,02060,16
840,14,151,1997,02060,11
840,14,151,1998,02060,17
840,14,151,1999,02060,18
840,14,151,2000,02060,7
840,14,151,2001,02060,12
840,14,151,2008,02060,16
840,14,151,2009,02060,14
840,14,151,2010,02060,40
840,14,151,2011,02060,26
840,14,151,2012,02060,15
840,14,151,2013,02060,9
840,14,151,2014,02060,12
840,14,151,2015,02060,4
840,14,151,2016,02060,11
840,14,151,2017,02060,10
840,14,151,2018,02060,12
840,14,151,2019,02060,13
840,14,158,1972,02060,8
840,14,158,1973,02060,10
840,14,158,1974,02060,10
840,14,158,1975,02060,5
840,14,158,1976,02060,4
840,14,158,1983,02060,2
840,14,158,1984,02060,8
840,14,158,1989,02060,7
840,14,158,1990,02060,6
840,14,158,1991,02060,6
840,14,158,1992,02060,8
840,14,158,1993,02060,5
840,14,158,1994,02060,3
840,14,158,1995,02060,4
840,14,158,1999,02060,1
840,14,158,2003,02060,10
840,14,158,2004,02060,13
840,14,158,2005,02060,9
840,14,158,2006,02060,8
840,14,158,2007,02060,19
840,14,158,2008,02060,7
840,14,158,2009,02060,4
840,14,158,2010,02060,12
840,14,158,2011,02060,3
840,14,158,2012,02060,2
840,14,158,2013,02060,18
840,14,158,2014,02060,8
840,14,158,2015,02060,9
840,14,158,2016,02060,9
840,14,158,2017,02060,1
840,14,158,2019,02060,8
840,14,159,2010,02060,1
840,14,162,1972,02060,2
840,14,162,1973,02060,2
840,14,162,1974,02060,2
840,14,162,1976,02060,1
840,14,162,1995,02060,4
840,14,162,2000,02060,2
840,14,162,2004,02060,2
840,14,162,2008,02060,1
840,14,162,2014,02060,1
840,14,162,2015,02060,1
840,14,162,2016,02060,2
840,14,162,2018,02060,8
840,14,165,1972,02060,4
840,14,165,1975,02060,3
840,14,165,1977,02060,3
840,14,165,1978,02060,5
840,14,165,1979,02060,4
840,14,165,1980,02060,2
840,14,165,1983,02060,4
840,14,165,1984,02060,3
840,14,165,1985,02060,4
840,14,165,1990,02060,8
840,14,165,1993,02060,5
840,14,165,1994,02060,2
840,14,165,1995,02060,8
840,14,165,1996,02060,15
840,14,165,1997,02060,12
840,14,165,1998,02060,6
840,14,165,1999,02060,8
840,14,165,2001,02060,14
840,14,165,2008,02060,8
840,14,165,2009,02060,4
840,14,165,2010,02060,6
840,14,165,2011,02060,6
840,14,165,2012,02060,4
840,14,165,2013,02060,8
840,14,165,2014,02060,8
840,14,165,2015,02060,9
840,14,165,2016,02060,7
840,14,165,2017,02060,4
840,14,165,2018,02060,8
840,14,165,2019,02060,3
840,14,166,1972,02060,4
840,14,166,1973,02060,7
840,14,166,1975,02060,5
840,14,166,1977,02060,1
840,14,166,1978,02060,2
840,14,166,1979,02060,7
840,14,166,1980,02060,11
840,14,166,1981,02060,8
840,14,166,1982,02060,15
840,14,166,1983,02060,5
840,14,166,1984,02060,3
840,14,166,1985,02060,8
840,14,166,1986,02060,9
840,14,166,1987,02060,5
840,14,166,1988,02060,19
840,14,166,1989,02060,20
840,14,166,1990,02060,19
840,14,166,1991,02060,16
840,14,166,1992,02060,7
840,14,166,1993,02060,7
840,14,166,1994,02060,14
840,14,166,1995,02060,8
840,14,166,1996,02060,10
840,14,166,1997,02060,18
840,14,166,1998,02060,6
840,14,166,1999,02060,16
840,14,166,2000,02060,8
840,14,166,2001,02060,16
840,14,166,2002,02060,9
840,14,166,2003,02060,42
840,14,166,2004,02060,3
840,14,166,2005,02060,10
840,14,166,2006,02060,8
840,14,166,2007,02060,15
840,14,166,2008,02060,7
840,14,166,2009,02060,15
840,14,166,2010,02060,10
840,14,166,2011,02060,17
840,14,166,2012,02060,6
840,14,166,2013,02060,3
840,14,166,2015,02060,9
840,14,166,2016,02060,4
840,14,166,2017,02060,3
840,14,166,2018,02060,7
840,14,166,2019,02060,11
840,14,168,1978,02060,2
840,14,168,1979,02060,6
840,14,168,1980,02060,1
840,14,168,1986,02060,2
840,14,168,1987,02060,3
840,14,168,1988,02060,3
840,14,168,1990,02060,7
840,14,168,1991,02060,17
840,14,168,1992,02060,10
840,14,168,1993,02060,15
840,14,168,1994,02060,14
840,14,168,1995,02060,9
840,14,168,1996,02060,28
840,14,168,1997,02060,6
840,14,168,1998,02060,16
840,14,168,1999,02060,17
840,14,168,2000,02060,15
840,14,168,2001,02060,16
840,14,168,2002,02060,25
840,14,168,2003,02060,16
840,14,168,2004,02060,17
840,14,168,2005,02060,23
840,14,168,2006,02060,74
840,14,168,2007,02060,15
840,14,168,2008,02060,51
840,14,168,2009,02060,30
840,14,168,2010,02060,22
840,14,168,2011,02060,26
840,14,168,2012,02060,14
840,14,168,2013,02060,19
840,14,168,2015,02060,18
840,14,168,2016,02060,11
840,14,168,2017,02060,10
840,14,168,2018,02060,10
840,14,168,2019,02060,26
840,14,176,1995,02060,1
840,14,176,2001,02060,1
840,14,176,2014,02060,1
840,14,176,2016,02060,4
840,14,176,2018,02060,3
840,14,177,1974,02060,3
840,14,177,1977,02060,15
840,14,177,1978,02060,17
840,14,177,1982,02060,4
840,14,177,1990,02060,41
840,14,177,1991,02060,13
840,14,177,1994,02060,27
840,14,177,1995,02060,6
840,14,177,1996,02060,6
840,14,177,1997,02060,10
840,14,177,1998,02060,20
840,14,177,1999,02060,22
840,14,177,2000,02060,43
840,14,177,2001,02060,13
840,14,177,2002,02060,17
840,14,177,2003,02060,19
840,14,177,2012,02060,18
840,14,177,2013,02060,29
840,14,177,2014,02060,27
840,14,177,2015,02060,15
840,14,177,2016,02060,22
840,14,177,2017,02060,16
840,14,177,2018,02060,21
840,14,177,2019,02060,15
840,14,181,2003,02060,1
840,14,181,2010,02060,2
840,14,181,2015,02060,2
840,14,198,1975,02060,2
840,14,198,1982,02060,1
840,14,198,1983,02060,3
840,14,198,1984,02060,4
840,14,198,1986,02060,4
840,14,198,1988,02060,3
840,14,198,1991,02060,2
840,14,198,1992,02060,3
840,14,198,1993,02060,2
840,14,198,1994,02060,1
840,14,198,1996,02060,2
840,14,198,1997,02060,1
840,14,198,1998,02060,4
840,14,198,2000,02060,3
840,14,198,2001,02060,3
840,14,198,2002,02060,2
840,14,198,2008,02060,2
840,14,198,2011,02060,5
840,14,198,2013,02060,1
840,14,198,2014,02060,2
840,14,198,2015,02060,2
840,14,198,2016,02060,1
840,14,198,2017,02060,3
840,14,198,2018,02060,6
840,14,198,2019,02060,4
840,14,352,1995,02060,1
840,14,405,2000,02060,2
840,14,405,2001,02060,2
840,14,405,2005,02060,4
840,14,405,2006,02060,1
840,14,405,2007,02060,4
840,14,405,2009,02060,8
840,14,405,2010,02060,6
840,14,407,2002,02060,5
840,14,407,2003,02060,2
840,14,407,2005,02060,3
840,14,407,2006,02060,5
840,14,407,2007,02060,11
840,14,407,2010,02060,2
840,14,407,2012,02060,6
840,14,407,2013,02060,9
840,14,407,2015,02060,6
840,14,407,2016,02060,4
840,14,407,2017,02060,9
840,14,407,2019,02060,3
840,14,408,1997,02060,5
840,14,408,1998,02060,4
840,14,408,1999,02060,2
840,14,408,2001,02060,6
840,14,408,2002,02060,7
840,14,408,2010,02060,5
840,14,408,2011,02060,12
840,14,408,2012,02060,13
840,14,408,2013,02060,9
840,14,408,2014,02060,10
840,14,408,2015,02060,6
840,14,408,2016,02060,1
840,14,408,2017,02060,9
840,14,408,2018,02060,9
840,14,408,2019,02060,6
840,14,413,1997,02060,2
840,14,414,1997,02060,1
840,14,414,1999,02060,1
840,14,414,2000,02060,2
840,14,414,2001,02060,20
840,14,414,2002,02060,3
840,14,414,2003,02060,12
840,14,414,2004,02060,6
840,14,414,2005,02060,4
840,14,414,2006,02060,4
840,14,414,2007,02060,9
840,14,414,2008,02060,2
840,14,414,2009,02060,2
840,14,414,2010,02060,6
840,14,414,2011,02060,3
840,14,415,2000,02060,4
840,14,415,2001,02060,4
840,14,415,2004,02060,3
840,14,415,2007,02060,1
840,14,415,2008,02060,2
840,14,415,2009,02060,6
840,14,415,2010,02060,8
840,14,415,2011,02060,16
840,14,415,2012,02060,10
840,14,415,2013,02060,15
840,14,415,2014,02060,5
840,14,415,2015,02060,9
840,14,415,2016,02060,6
840,14,415,2017,02060,3
840,14,415,2018,02060,6
840,14,415,2019,02060,6
840,14,417,1998,02060,2
840,14,417,2001,02060,1
840,14,417,2002,02060,1
840,14,417,2003,02060,1
840,14,417,2004,02060,4
840,14,417,2006,02060,3
840,14,417,2007,02060,1
840,14,417,2008,02060,2
840,14,417,2009,02060,2
840,14,417,2012,02060,3
840,14,417,2014,02060,4
840,14,417,2015,02060,2
840,14,417,2016,02060,4
840,14,417,2017,02060,4
840,14,436,2008,02060,2
840,14,436,2011,02060,1
840,14,436,2013,02060,4
840,14,436,2017,02060,2
840,14,901,1992,02060,2
840,14,901,2019,02060,1
840,17,002,2015,02060,2
840,17,002,2016,02060,2
840,17,003,1999,02060,1
840,17,003,2005,02060,3
840,17,003,2008,02060,1
840,17,003,2009,02060,2
840,17,003,2010,02060,1
840,17,003,2011,02060,1
840,17,003,2013,02060,3
840,17,003,2014,02060,2
840,17,003,2016,02060,2
840,17,003,2019,02060,2
840,17,009,2001,02060,1
840,17,009,2006,02060,1
840,17,009,2010,02060,1
840,17,009,2012,02060,4
840,17,009,2013,02060,4
840,17,009,2014,02060,1
840,17,009,2015,02060,3
840,17,009,2016,02060,5
840,17,009,2017,02060,1
840,17,018,1993,02060,2
840,17,018,1996,02060,4
840,17,018,1998,02060,2
840,17,018,2000,02060,2
840,17,032,2018,02060,2
840,17,032,2019,02060,1
840,17,034,2003,02060,2
840,17,034,2005,02060,2
840,17,034,2016,02060,4
840,17,046,2018,02060,2
840,17,046,2019,02060,2
840,17,125,2000,02060,1
840,17,201,2000,02060,1
840,17,201,2011,02060,2
840,17,202,1996,02060,1
840,17,202,2003,02060,1
840,17,202,2013,02060,1
840,17,202,2014,02060,2
840,17,203,1997,02060,1
840,17,203,2003,02060,3
840,17,203,2009,02060,1
840,17,203,2016,02060,2
840,17,203,2018,02060,2
840,17,203,2019,02060,1
840,17,302,2003,02060,1
840,17,302,2011,02060,1
840,17,302,2013,02060,1
840,17,302,2016,02060,2
840,17,302,2018,02060,2
840,17,302,2019,02060,2
840,17,303,1996,02060,6
840,17,303,1997,02060,7
840,17,303,1998,02060,6
840,17,303,1999,02060,13
840,17,303,2000,02060,10
840,17,303,2001,02060,16
840,17,303,2002,02060,16
840,17,303,2003,02060,6
840,17,303,2004,02060,13
840,17,303,2005,02060,13
840,17,303,2006,02060,23
840,17,303,2007,02060,31
840,17,303,2008,02060,13
840,17,303,2009,02060,8
840,17,303,2010,02060,7
840,17,303,2011,02060,18
840,17,303,2012,02060,13
840,17,303,2013,02060,14
840,17,303,2014,02060,14
840,17,303,2015,02060,16
840,17,303,2016,02060,12
840,17,303,2017,02060,9
840,17,303,2018,02060,14
840,17,303,2019,02060,7
840,17,309,2016,02060,2
840,17,316,2014,02060,2
840,17,316,2017,02060,1
840,17,316,2018,02060,1
840,17,322,2012,02060,2
840,17,322,2018,02060,1
840,17,351,2007,02060,1
840,17,352,2003,02060,1
840,17,352,2007,02060,2
840,17,352,2008,02060,10
840,17,352,2009,02060,3
840,17,352,2010,02060,1
840,17,352,2011,02060,2
840,17,352,2013,02060,2
840,17,352,2014,02060,4
840,17,352,2015,02060,2
840,17,352,2016,02060,5
840,17,352,2017,02060,7
840,17,352,2018,02060,3
840,17,352,2019,02060,1
840,17,365,2016,02060,1
840,25,010,2005,02060,1
840,25,013,1974,02060,2
840,25,013,1977,02060,14
840,25,013,1986,02060,5
840,25,013,1987,02060,7
840,25,013,1988,02060,6
840,25,014,2002,02060,1
840,25,014,2003,02060,4
840,25,014,2004,02060,2
840,25,014,2006,02060,1
840,25,014,2008,02060,1
840,25,014,2009,02060,3
840,25,014,2010,02060,6
840,25,014,2011,02060,1
840,25,014,2012,02060,2
840,25,014,2013,02060,1
840,25,014,2014,02060,3
840,25,014,2015,02060,2
840,25,014,2016,02060,5
840,25,014,2017,02060,2
840,25,014,2018,02060,5
840,25,014,2019,02060,4
840,25,016,1966,02060,1
840,25,016,1969,02060,1
840,25,016,1975,02060,1
840,25,016,1976,02060,5
840,25,016,1977,02060,2
840,25,016,1978,02060,1
840,25,016,1984,02060,4
840,25,016,1987,02060,3
840,25,017,1967,02060,27
840,25,017,1968,02060,2
840,25,017,1969,02060,3
840,25,017,1970,02060,5
840,25,017,1971,02060,4
840,25,017,1972,02060,14
840,25,017,1973,02060,6
840,25,017,1977,02060,8
840,25,017,1978,02060,5
840,25,017,1979,02060,2
840,25,017,1987,02060,8
840,25,017,1989,02060,6
840,25,017,1990,02060,7
840,25,017,1992,02060,6
840,25,017,1994,02060,3
840,25,017,1995,02060,1
840,25,017,1996,02060,13
840,25,017,1997,02060,4
840,25,017,1999,02060,4
840,25,017,2000,02060,1
840,25,017,2001,02060,4
840,25,017,2003,02060,3
840,25,017,2006,02060,9
840,25,017,2007,02060,4
840,25,017,2008,02060,6
840,25,017,2009,02060,8
840,25,017,2010,02060,12
840,25,017,2011,02060,2
840,25,019,1966,02060,3
840,25,019,2005,02060,2
840,25,020,1967,02060,5
840,25,020,1969,02060,4
840,25,020,1970,02060,1
840,25,020,1971,02060,1
840,25,020,1972,02060,1
840,25,020,1975,02060,1
840,25,020,1976,02060,2
840,25,020,1980,02060,2
840,25,020,1981,02060,7
840,25,020,1982,02060,2
840,25,020,1983,02060,19
840,25,020,1984,02060,2
840,25,020,1985,02060,4
840,25,020,1987,02060,12
840,25,020,1988,02060,10
840,25,020,1989,02060,18
840,25,020,1990,02060,7
840,25,020,1991,02060,1
840,25,020,1992,02060,4
840,25,020,1993,02060,12
840,25,020,1994,02060,3
840,25,020,1995,02060,7
840,25,020,1996,02060,15
840,25,020,1997,02060,5
840,25,020,1998,02060,4
840,25,020,1999,02060,4
840,25,020,2000,02060,2
840,25,020,2001,02060,5
840,25,020,2002,02060,3
840,25,020,2003,02060,2
840,25,020,2004,02060,10
840,25,020,2005,02060,15
840,25,020,2006,02060,17
840,25,020,2007,02060,12
840,25,020,2008,02060,6
840,25,020,2009,02060,9
840,25,020,2010,02060,12
840,25,020,2011,02060,11
840,25,020,2012,02060,7
840,25,020,2014,02060,5
840,25,020,2016,02060,14
840,25,020,2017,02060,4
840,25,020,2018,02060,4
840,25,020,2019,02060,13
840,25,021,1996,02060,3
840,25,021,2006,02060,2
840,25,021,2007,02060,2
840,25,021,2013,02060,2
840,25,021,2018,02060,2
840,25,021,2019,02060,3
840,25,022,1977,02060,2
840,25,022,1978,02060,7
840,25,022,1979,02060,1
840,25,022,1980,02060,4
840,25,022,1985,02060,4
840,25,022,1987,02060,2
840,25,022,1988,02060,2
840,25,022,1992,02060,4
840,25,022,1993,02060,4
840,25,022,1994,02060,5
840,25,022,1995,02060,1
840,25,022,1996,02060,4
840,25,022,1997,02060,2
840,25,022,1998,02060,3
840,25,022,1999,02060,2
840,25,022,2000,02060,2
840,25,022,2002,02060,2
840,25,022,2003,02060,2
840,25,022,2004,02060,2
840,25,022,2005,02060,18
840,25,022,2006,02060,4
840,25,022,2007,02060,12
840,25,022,2008,02060,8
840,25,022,2009,02060,4
840,25,022,2010,02060,4
840,25,022,2011,02060,3
840,25,022,2012,02060,4
840,25,022,2013,02060,3
840,25,022,2014,02060,1
840,25,022,2015,02060,4
840,25,022,2016,02060,5
840,25,022,2017,02060,8
840,25,022,2018,02060,1
840,25,022,2019,02060,7
840,25,023,1967,02060,1
840,25,023,1969,02060,2
840,25,023,1970,02060,2
840,25,023,1971,02060,1
840,25,023,1972,02060,1
840,25,023,1976,02060,3
840,25,023,1977,02060,7
840,25,023,1979,02060,2
840,25,023,1980,02060,2
840,25,023,1981,02060,4
840,25,023,1982,02060,2
840,25,023,1984,02060,7
840,25,023,1985,02060,2
840,25,023,1986,02060,4
840,25,023,1987,02060,5
840,25,023,1988,02060,4
840,25,023,1989,02060,5
840,25,023,1990,02060,4
840,25,023,1991,02060,2
840,25,023,1992,02060,6
840,25,023,1993,02060,1
840,25,023,1994,02060,7
840,25,023,1995,02060,5
840,25,023,1996,02060,10
840,25,023,1997,02060,19
840,25,023,1998,02060,20
840,25,023,1999,02060,19
840,25,023,2000,02060,15
840,25,023,2001,02060,15
840,25,023,2002,02060,4
840,25,023,2003,02060,11
840,25,023,2004,02060,27
840,25,023,2005,02060,14
840,25,023,2006,02060,18
840,25,023,2007,02060,16
840,25,023,2010,02060,8
840,25,023,2011,02060,21
840,25,024,1973,02060,1
840,25,024,1976,02060,2
840,25,024,1980,02060,4
840,25,024,1983,02060,1
840,25,024,1985,02060,2
840,25,024,1986,02060,1
840,25,024,1987,02060,3
840,25,024,1988,02060,5
840,25,024,1991,02060,4
840,25,024,1992,02060,2
840,25,024,1993,02060,2
840,25,024,1994,02060,5
840,25,024,1997,02060,2
840,25,024,2000,02060,1
840,25,024,2001,02060,6
840,25,024,2002,02060,2
840,25,024,2003,02060,4
840,25,024,2005,02060,2
840,25,024,2006,02060,4
840,25,024,2007,02060,6
840,25,024,2008,02060,2
840,25,024,2009,02060,2
840,25,024,2010,02060,2
840,25,024,2011,02060,1
840,25,024,2013,02060,5
840,25,024,2015,02060,7
840,25,024,2016,02060,9
840,25,025,2000,02060,2
840,25,025,2007,02060,1
840,25,026,1971,02060,1
840,25,026,1974,02060,1
840,25,026,1976,02060,2
840,25,026,1977,02060,1
840,25,026,1979,02060,6
840,25,026,1980,02060,1
840,25,026,1987,02060,1
840,25,026,1990,02060,4
840,25,026,1996,02060,1
840,25,026,1999,02060,2
840,25,026,2001,02060,2
840,25,026,2002,02060,1
840,25,026,2003,02060,1
840,25,026,2006,02060,2
840,25,026,2008,02060,4
840,25,026,2009,02060,1
840,25,026,2019,02060,1
